votes,playerID,yearID,votedBy,ballots,needed,inducted,category,needed_note
1,ferrewe01,1948,BBWAA,121,91,N,Player,NA
1,ferrewe01,1949,BBWAA,153,115,N,Player,NA
7,ferrewe01,1956,BBWAA,193,145,N,Player,NA
9,ferrewe01,1958,BBWAA,266,200,N,Player,NA
8,ferrewe01,1960,BBWAA,269,202,N,Player,NA
1,ferrewe01,1962,BBWAA,160,120,N,Player,NA
NA,ferrewe01,1963,Veterans,NA,NA,N,Player,Group B - Rule change removed from BBWAA ballot - two could be elected from Group B
NA,ferrewe01,1976,Veterans,NA,NA,N,Player,NA
NA,ferrewe01,1980,Veterans,NA,NA,N,Player,NA
NA,ferrewe01,1982,Veterans,NA,NA,N,Player,NA
NA,ferrewe01,1983,Veterans,NA,NA,N,Player,NA
NA,ferrewe01,1984,Veterans,NA,NA,N,Player,NA
NA,ferrewe01,1985,Veterans,NA,NA,N,Player,NA
NA,ferrewe01,1988,Veterans,18,14,N,Player,NA
NA,ferrewe01,1991,Veterans,16,12,N,Player,NA
NA,ferrewe01,1992,Veterans,16,12,N,Player,NA
NA,ferrewe01,1995,Veterans,NA,NA,N,Player,NA
NA,ferrewe01,1997,Veterans,NA,NA,N,Player,NA
12,ferrewe01,2003,Veterans - Players,81,61,N,Player,NA
9,ferrewe01,2005,Veterans - Players,80,60,N,Player,NA
7,ferrewe01,2007,Veterans - Players,84,62,N,Player,NA
6,ferrewe01,2009,Veterans - Pre-1943,12,9,N,Player,NA
NA,ferrewe01,2013,Veterans - Pre-Integration Era,16,12,N,Player,<3 votes
NA,ferrewe01,2016,Veterans - Pre-Integration Era,16,12,N,Player,<4 votes
NA,fetzejo99,2003,Veterans - Contributors,NA,NA,N,Executive,Preliminary ballot (60 contributors)
NA,fetzejo99,2007,Veterans - Contributors,NA,NA,N,Executive,Preliminary ballot (60 contributors)
4,fetzejo99,2008,Veterans - Executives,12,9,N,Executive,NA
8,fetzejo99,2010,Veterans - Executives,16,12,N,Executive,NA
1,fieldce01,2004,BBWAA,506,380,N,Player,NA
2,fieldpr01,2022,BBWAA,394,296,N,Player,NA
0,figgich01,2020,BBWAA,397,298,N,Player,NA
291,fingero01,1991,BBWAA,443,333,N,Player,NA
349,fingero01,1992,BBWAA,430,323,Y,Player,NA
1,finlech01,2008,BBWAA,543,408,N,Player,NA
9,finlech99,2003,Veterans - Contributors,79,60,N,Executive,NA
10,finlech99,2007,Veterans - Contributors,81,61,NA,Executive,NA
NA,finlech99,2012,Veterans - Golden Era,16,12,N,Executive,<3 votes
4,finlest01,2013,BBWAA,569,427,N,Player,NA
0,fisheed02,1979,BBWAA,432,324,N,Player,NA
330,fiskca01,1999,BBWAA,497,373,N,Player,NA
397,fiskca01,2000,BBWAA,499,375,Y,Player,NA
2,fitzsfr01,1948,BBWAA,121,91,N,Player,NA
2,fitzsfr01,1949,BBWAA,153,115,N,Player,NA
1,fitzsfr01,1950,BBWAA,168,126,N,Player,NA
3,fitzsfr01,1956,BBWAA,193,145,N,Player,NA
16,fitzsfr01,1958,BBWAA,266,200,N,Player,NA
13,fitzsfr01,1960,BBWAA,269,202,N,Player,NA
1,fitzsfr01,1962,BBWAA,160,120,N,Player,NA
NA,fitzsfr01,1964,Veterans,NA,NA,N,Player,NA
NA,fitzsfr01,1976,Veterans,NA,NA,N,Player,NA
NA,fitzsfr01,1979,Veterans,NA,NA,N,Player,At least 1 vote
NA,fitzsfr01,1980,Veterans,NA,NA,N,Player,NA
NA,fitzsfr01,1981,Veterans,NA,NA,N,Player,NA
NA,fitzsfr01,1982,Veterans,NA,NA,N,Player,NA
NA,fitzsfr01,1985,Veterans,NA,NA,N,Player,NA
NA,fitzsfr01,2003,Veterans - Players,NA,NA,N,Player,Preliminary ballot (200 players)
NA,fitzsfr01,2005,Veterans - Players,NA,NA,N,Player,Preliminary ballot (200 players)
NA,fitzsfr01,2007,Veterans - Players,NA,NA,N,Player,Preliminary ballot (200 players)
2,flanami01,1998,BBWAA,473,355,N,Player,NA
2,fletcar01,1937,BBWAA,201,151,N,Player,NA
3,fletcar01,1938,BBWAA,262,197,N,Player,NA
1,fletcar01,1939,BBWAA,274,206,N,Player,NA
3,fletcar01,1947,BBWAA,161,121,N,Player,NA
3,fletcar01,1948,BBWAA,121,91,N,Player,NA
1,fletcar01,1949,BBWAA,153,115,N,Player,NA
1,fletcar01,1950,BBWAA,168,126,N,Player,NA
4,fletcar01,1951,BBWAA,226,170,N,Player,NA
1,flickel01,1938,BBWAA,262,197,N,Player,NA
NA,flickel01,1959,Veterans,NA,NA,N,Player,NA
NA,flickel01,1961,Veterans,NA,NA,N,Player,Finalist
NA,flickel01,1962,Veterans,NA,NA,N,Player,Preliminary poll
NA,flickel01,1963,Veterans,NA,NA,Y,Player,Group A - Holdover from 1962 ballot - two could be elected from Group A
0,flintsi01,1936,Veterans,78,59,N,Player,NA
NA,flintsi01,1953,Veterans,NA,NA,N,Player,NA
NA,flintsi01,1955,Veterans,NA,NA,N,Player,NA
16,floodcu01,1977,BBWAA,383,288,N,Player,NA
8,floodcu01,1978,BBWAA,379,285,N,Player,NA
14,floodcu01,1979,BBWAA,432,324,N,Player,NA
28,floodcu01,1985,BBWAA,395,297,N,Player,NA
45,floodcu01,1986,BBWAA,425,319,N,Player,NA
50,floodcu01,1987,BBWAA,413,310,N,Player,NA
48,floodcu01,1988,BBWAA,427,321,N,Player,NA
27,floodcu01,1989,BBWAA,447,336,N,Player,NA
35,floodcu01,1990,BBWAA,444,333,N,Player,NA
23,floodcu01,1991,BBWAA,443,333,N,Player,NA
42,floodcu01,1992,BBWAA,430,323,N,Player,NA
36,floodcu01,1993,BBWAA,423,318,N,Player,NA
39,floodcu01,1994,BBWAA,456,342,N,Player,NA
59,floodcu01,1995,BBWAA,460,345,N,Player,NA
71,floodcu01,1996,BBWAA,470,353,N,Player,NA
10,floodcu01,2003,Veterans - Players,81,61,N,Player,NA
10,floodcu01,2005,Veterans - Players,80,60,N,Player,NA
14,floodcu01,2007,Veterans - Players,84,62,N,Player,NA
0,floydcl01,2015,BBWAA,549,412,N,Player,NA
1,fonsele01,1948,BBWAA,121,91,N,Player,NA
2,fonsele01,1950,BBWAA,168,126,N,Player,NA
2,fonsele01,1956,BBWAA,193,145,N,Player,NA
3,fonsele01,1958,BBWAA,266,200,N,Player,NA
3,fonsele01,1960,BBWAA,269,202,N,Player,NA
NA,fonsele01,1980,Veterans,NA,NA,N,Player,NA
NA,fonsele01,1982,Veterans,NA,NA,N,Player,NA
255,fordwh01,1973,BBWAA,380,285,N,Player,NA
284,fordwh01,1974,BBWAA,365,274,Y,Player,NA
2,forscbo01,1995,BBWAA,460,345,N,Player,NA
0,forscke01,1992,BBWAA,430,323,N,Player,NA
NA,fostebi99,1982,Veterans,NA,NA,N,Player,NA
NA,fostebi99,1991,Veterans,16,12,N,Player,NA
NA,fostebi99,1995,Veterans,NA,NA,N,Player,NA
NA,fostebi99,1996,Veterans,14,11,Y,Player,NA
2,fosteed02,1938,BBWAA,262,197,N,Player,NA
24,fostege01,1992,BBWAA,430,323,N,Player,NA
29,fostege01,1993,BBWAA,423,318,N,Player,NA
16,fostege01,1994,BBWAA,456,342,N,Player,NA
19,fostege01,1995,BBWAA,460,345,N,Player,NA
NA,fosteru99,1978,Veterans,NA,NA,N,Player,NA
NA,fosteru99,1980,Veterans,NA,NA,N,Player,NA
NA,fosteru99,1981,Veterans,NA,NA,Y,Manager,NA
12,fowlebu99,2022,Veterans - Early Baseball Era,16,12,Y,Executive,NA
39,foxne01,1971,BBWAA,360,270,N,Player,NA
64,foxne01,1972,BBWAA,396,297,N,Player,NA
73,foxne01,1973,BBWAA,380,285,N,Player,NA
79,foxne01,1974,BBWAA,365,274,N,Player,NA
76,foxne01,1975,BBWAA,362,272,N,Player,NA
174,foxne01,1976,BBWAA,388,291,N,Player,NA
152,foxne01,1977,BBWAA,383,288,N,Player,NA
149,foxne01,1978,BBWAA,379,285,N,Player,NA
174,foxne01,1979,BBWAA,432,324,N,Player,NA
161,foxne01,1980,BBWAA,385,289,N,Player,NA
168,foxne01,1981,BBWAA,401,301,N,Player,NA
127,foxne01,1982,BBWAA,415,312,N,Player,NA
173,foxne01,1983,BBWAA,374,281,N,Player,NA
246,foxne01,1984,BBWAA,403,303,N,Player,NA
295,foxne01,1985,BBWAA,395,297,N,Player,NA
NA,foxne01,1989,Veterans,NA,NA,N,Player,NA
NA,foxne01,1990,Veterans,14,11,N,Player,Finalist
10,foxne01,1991,Veterans,16,12,N,Player,NA
9,foxne01,1992,Veterans,16,12,N,Player,NA
11,foxne01,1993,Veterans,16,12,N,Player,NA
NA,foxne01,1994,Veterans,NA,NA,N,Player,NA
NA,foxne01,1995,Veterans,NA,NA,N,Player,NA
11,foxne01,1996,Veterans,14,11,N,Player,Not inducted due to cap
NA,foxne01,1997,Veterans,NA,NA,Y,Player,NA
21,foxxji01,1936,BBWAA,226,170,N,Player,NA
26,foxxji01,1946,Nominating Vote,202,NA,N,Player,Players in top 20 proceed to final ballot
10,foxxji01,1947,BBWAA,161,121,N,Player,NA
50,foxxji01,1948,BBWAA,121,91,N,Player,NA
85,foxxji01,1949,BBWAA,153,115,N,Player,NA
89,foxxji01,1949,Run Off,187,NA,N,Player,1st
103,foxxji01,1950,BBWAA,168,126,N,Player,NA
179,foxxji01,1951,BBWAA,226,170,Y,Player,NA
27,francjo01,2011,BBWAA,581,436,N,Player,NA
6,francju02,2013,BBWAA,569,427,N,Player,NA
1,frasech01,1939,BBWAA,274,206,N,Player,NA
2,freehbi01,1982,BBWAA,415,312,N,Player,NA
NA,freehbi01,2003,Veterans - Players,NA,NA,N,Player,Preliminary ballot (200 players)
NA,freehbi01,2005,Veterans - Players,NA,NA,N,Player,Preliminary ballot (200 players)
NA,freehbi01,2007,Veterans - Players,NA,NA,N,Player,Preliminary ballot (200 players)
NA,freembu01,1953,Veterans,NA,NA,N,Player,NA
NA,freembu01,1955,Veterans,NA,NA,N,Player,NA
NA,freembu01,1957,Veterans,NA,NA,N,Player,NA
NA,freembu01,1959,Veterans,NA,NA,N,Player,NA
4,fregoji01,1984,BBWAA,403,303,N,Player,NA
NA,fregoji01,2003,Veterans - Players,NA,NA,N,Player,Preliminary ballot (200 players)
NA,fregoji01,2005,Veterans - Players,NA,NA,N,Player,Preliminary ballot (200 players)
NA,fregoji01,2007,Veterans - Players,NA,NA,N,Player,Preliminary ballot (200 players)
NA,frencla01,1976,Veterans,NA,NA,N,Player,NA
NA,frencla01,2003,Veterans - Players,NA,NA,N,Player,Preliminary ballot (200 players)
NA,frickfo99,1970,Veterans,NA,NA,Y,Executive,NA
14,friscfr01,1936,BBWAA,226,170,N,Player,NA
26,friscfr01,1939,BBWAA,274,206,N,Player,NA
84,friscfr01,1942,BBWAA,233,175,N,Player,NA
101,friscfr01,1945,BBWAA,247,186,N,Player,NA
67,friscfr01,1946,Final Ballot,263,198,N,Player,NA
104,friscfr01,1946,Nominating Vote,202,NA,N,Player,Players in top 20 proceed to final ballot
136,friscfr01,1947,BBWAA,161,121,Y,Player,NA
2,frymatr01,2008,BBWAA,543,408,N,Player,NA
0,frymawo01,1989,BBWAA,447,336,N,Player,NA
0,furcara01,2020,BBWAA,397,298,N,Player,NA
2,furilca01,1966,BBWAA,302,227,N,Player,NA
2,furilca01,1967,BBWAA,292,219,N,Player,NA
2,furilca01,1970,BBWAA,300,225,N,Player,NA
5,furilca01,1971,BBWAA,360,270,N,Player,NA
2,furilca01,1972,BBWAA,396,297,N,Player,NA
NA,furilca01,2003,Veterans - Players,NA,NA,N,Player,Preliminary ballot (200 players)
NA,furilca01,2005,Veterans - Players,NA,NA,N,Player,Preliminary ballot (200 players)
NA,furilca01,2007,Veterans - Players,NA,NA,N,Player,Preliminary ballot (200 players)
4,gaettga01,2006,BBWAA,520,390,N,Player,NA
NA,gaffnjo99,1953,Veterans,NA,NA,N,Umpire,NA
NA,gaffnjo99,1955,Veterans,NA,NA,N,Umpire,NA
NA,gaffnjo99,1957,Veterans,NA,NA,N,Umpire,NA
NA,gaffnjo99,1959,Veterans,NA,NA,N,Umpire,NA
0,gagliph01,1980,BBWAA,385,289,N,Player,NA
2,gagneer01,2014,BBWAA,571,429,N,Player,NA
2,galanau01,1968,BBWAA,283,213,N,Player,NA
3,galanau01,1970,BBWAA,300,225,N,Player,NA
22,galaran01,2010,BBWAA,539,405,N,Player,NA
NA,galbrjo99,2003,Veterans - Contributors,NA,NA,N,Executive,Preliminary ballot (60 contributors)
NA,galvipu01,1953,Veterans,NA,NA,N,Player,NA
NA,galvipu01,1955,Veterans,NA,NA,N,Player,NA
NA,galvipu01,1957,Veterans,NA,NA,N,Player,NA
NA,galvipu01,1959,Veterans,NA,NA,N,Player,NA
NA,galvipu01,1961,Veterans,NA,NA,N,Player,Finalist
NA,galvipu01,1962,Veterans,NA,NA,N,Player,Preliminary poll
NA,galvipu01,1963,Veterans,NA,NA,N,Player,Group A - Holdover from 1962 ballot - two could be elected from Group A
NA,galvipu01,1964,Veterans,NA,NA,N,Player,NA
NA,galvipu01,1965,Veterans,NA,NA,Y,Player,NA
0,gamblos01,1991,BBWAA,443,333,N,Player,NA
0,gantro01,2009,BBWAA,539,405,N,Player,NA
0,garcifr02,2019,BBWAA,425,319,N,Player,NA
NA,garcimi01,2003,Veterans - Players,NA,NA,N,Player,Preliminary ballot (200 players)
NA,garcimi01,2005,Veterans - Players,NA,NA,N,Player,Preliminary ballot (200 players)
NA,garcimi01,2007,Veterans - Players,NA,NA,N,Player,Preliminary ballot (200 players)
30,garcino01,2015,BBWAA,549,412,N,Player,NA
8,garcino01,2016,BBWAA,440,330,N,Player,NA
NA,gardnje02,1982,Veterans,NA,NA,N,Player,NA
0,garlajo01,2019,BBWAA,425,319,N,Player,NA
2,garneph01,1994,BBWAA,456,342,N,Player,NA
1,garvene01,1967,BBWAA,292,219,N,Player,NA
176,garvest01,1993,BBWAA,423,318,N,Player,NA
166,garvest01,1994,BBWAA,456,342,N,Player,NA
196,garvest01,1995,BBWAA,460,345,N,Player,NA
175,garvest01,1996,BBWAA,470,353,N,Player,NA
167,garvest01,1997,BBWAA,473,353,N,Player,NA
195,garvest01,1998,BBWAA,473,355,N,Player,NA
150,garvest01,1999,BBWAA,497,373,N,Player,NA
160,garvest01,2000,BBWAA,499,375,N,Player,NA
176,garvest01,2001,BBWAA,515,387,N,Player,NA
134,garvest01,2002,BBWAA,472,354,N,Player,NA
138,garvest01,2003,BBWAA,496,372,N,Player,NA
123,garvest01,2004,BBWAA,506,380,N,Player,NA
106,garvest01,2005,BBWAA,516,387,N,Player,NA
135,garvest01,2006,BBWAA,520,390,N,Player,NA
115,garvest01,2007,BBWAA,545,409,N,Player,NA
NA,garvest01,2009,Veterans - 1943 and Later,NA,NA,Y,Player,Preliminary poll
NA,garvest01,2011,Veterans - Expansion Era,16,12,N,Player,<8 votes
NA,garvest01,2014,Veterans - Expansion Era,16,12,N,Player,<6 votes
NA,garvest01,2018,Veterans - Modern Baseball Era,16,12,N,Player,<7 votes
6,garvest01,2020,Veterans - Modern Baseball Era,16,12,N,Player,NA
NA,gastoci01,2024,Contemporary Baseball Era Non-Players,16,12,N,Manager,<5 votes
0,gehrich01,1936,BBWAA,226,170,N,Player,NA
10,gehrich01,1945,BBWAA,247,186,N,Player,NA
23,gehrich01,1946,Final Ballot,263,198,N,Player,NA
43,gehrich01,1946,Nominating Vote,202,NA,N,Player,Players in top 20 proceed to final ballot
105,gehrich01,1947,BBWAA,161,121,N,Player,NA
52,gehrich01,1948,BBWAA,121,91,N,Player,NA
102,gehrich01,1949,BBWAA,153,115,N,Player,NA
159,gehrich01,1949,Run Off,187,NA,Y,Player,1st
51,gehrilo01,1936,BBWAA,226,170,N,Player,NA
NA,gehrilo01,1939,Special Election,NA,NA,Y,Player,NA
1,gelbech01,1947,BBWAA,161,121,N,Player,NA
2,gelbech01,1949,BBWAA,153,115,N,Player,NA
1,gelbech01,1950,BBWAA,168,126,N,Player,NA
1,gelbech01,1951,BBWAA,226,170,N,Player,NA
0,geronce01,1989,BBWAA,447,336,N,Player,NA
6,giambja01,2020,BBWAA,397,298,N,Player,NA
337,gibsobo01,1981,BBWAA,401,301,Y,Player,NA
NA,gibsojo99,1972,Negro League,NA,NA,Y,Player,NA
13,gibsoki01,2001,BBWAA,515,387,N,Player,NA
0,gilesbr02,2015,BBWAA,549,412,N,Player,NA
NA,gileswa99,1979,Veterans,NA,NA,Y,Executive,NA
NA,gilliji01,2003,Veterans - Players,NA,NA,N,Player,Preliminary ballot (200 players)
NA,gilliji01,2005,Veterans - Players,NA,NA,N,Player,Preliminary ballot (200 players)
NA,gilliji01,2007,Veterans - Players,NA,NA,N,Player,Preliminary ballot (200 players)
13,gillipa99,2011,Veterans - Expansion Era,16,12,Y,Executive,NA
1,giustda01,1983,BBWAA,374,281,N,Player,NA
0,gladdfr01,1979,BBWAA,432,324,N,Player,NA
2,glassja01,1936,Veterans,78,59,N,Player,NA
NA,glassja01,1953,Veterans,NA,NA,N,Player,NA
NA,glassja01,1955,Veterans,NA,NA,N,Player,NA
NA,glassja01,1961,Veterans,NA,NA,N,Player,Finalist
NA,glassja01,1962,Veterans,NA,NA,N,Player,NA
NA,glassja01,1963,Veterans,NA,NA,N,Player,Group A - Holdover from 1962 ballot - two could be elected from Group A
NA,glassja01,1982,Veterans,NA,NA,N,Player,NA
NA,glassja01,1995,Veterans,NA,NA,N,Player,NA
NA,glassja01,2003,Veterans - Players,NA,NA,N,Player,Preliminary ballot (200 players)
NA,glassja01,2005,Veterans - Players,NA,NA,N,Player,Preliminary ballot (200 players)
NA,glassja01,2007,Veterans - Players,NA,NA,N,Player,Preliminary ballot (200 players)
0,glaustr01,2016,BBWAA,440,330,N,Player,NA
525,glavito02,2014,BBWAA,571,429,Y,Player,NA
1,gleaski01,1937,BBWAA,201,151,N,Player,NA
1,gleaski01,1938,BBWAA,262,197,N,Player,NA
1,gleaski01,1939,BBWAA,274,206,N,Player,NA
1,gleaski01,1945,BBWAA,247,186,N,Player,NA
NA,goetzla99,1995,Veterans,NA,NA,N,Umpire,NA
NA,goetzla99,1997,Veterans,NA,NA,N,Umpire,Lost second ballot runoff to Lasorda
NA,goetzla99,2003,Veterans - Contributors,NA,NA,N,Umpire,Preliminary ballot (60 contributors)
0,goltzda01,1989,BBWAA,447,336,N,Player,NA
7,gomezle01,1945,BBWAA,247,186,N,Player,NA
4,gomezle01,1946,Nominating Vote,202,NA,N,Player,Players in top 20 proceed to final ballot
1,gomezle01,1947,BBWAA,161,121,N,Player,NA
16,gomezle01,1948,BBWAA,121,91,N,Player,NA
17,gomezle01,1949,BBWAA,153,115,N,Player,NA
18,gomezle01,1950,BBWAA,168,126,N,Player,NA
23,gomezle01,1951,BBWAA,226,170,N,Player,NA
29,gomezle01,1952,BBWAA,234,176,N,Player,NA
35,gomezle01,1953,BBWAA,264,198,N,Player,NA
38,gomezle01,1954,BBWAA,252,189,N,Player,NA
71,gomezle01,1955,BBWAA,251,189,N,Player,NA
89,gomezle01,1956,BBWAA,193,145,N,Player,NA
76,gomezle01,1958,BBWAA,266,200,N,Player,NA
51,gomezle01,1960,BBWAA,269,202,N,Player,NA
20,gomezle01,1962,BBWAA,160,120,N,Player,NA
NA,gomezle01,1964,Veterans,NA,NA,N,Player,NA
NA,gomezle01,1965,Veterans,NA,NA,N,Player,NA
NA,gomezle01,1971,Veterans,NA,NA,N,Player,NA
NA,gomezle01,1972,Veterans,NA,NA,Y,Player,NA
3,gonzaad01,2024,BBWAA,385,289,N,Player,NA
30,gonzaju03,2011,BBWAA,581,436,N,Player,NA
23,gonzaju03,2012,BBWAA,573,430,N,Player,NA
5,gonzalu01,2014,BBWAA,571,429,N,Player,NA
1,gonzami01,1950,BBWAA,168,126,N,Player,NA
1,gonzami01,1952,BBWAA,234,176,N,Player,NA
1,gonzami01,1953,BBWAA,264,198,N,Player,NA
3,gonzami01,1958,BBWAA,266,200,N,Player,NA
2,gonzami01,1960,BBWAA,269,202,N,Player,NA
17,goodedw01,2006,BBWAA,520,390,N,Player,NA
1,gordojo01,1945,BBWAA,247,186,N,Player,NA
1,gordojo01,1955,BBWAA,251,189,N,Player,NA
4,gordojo01,1956,BBWAA,193,145,N,Player,NA
11,gordojo01,1958,BBWAA,266,200,N,Player,NA
11,gordojo01,1960,BBWAA,269,202,N,Player,NA
4,gordojo01,1962,BBWAA,160,120,N,Player,NA
30,gordojo01,1964,BBWAA,201,151,N,Player,NA
1,gordojo01,1964,Run Off,201,NA,N,Player,Player receiving most votes inducted
31,gordojo01,1966,BBWAA,302,227,N,Player,NA
66,gordojo01,1967,BBWAA,292,219,N,Player,NA
13,gordojo01,1967,Run Off,306,NA,N,Player,Player receiving most votes inducted
77,gordojo01,1968,BBWAA,283,213,N,Player,NA
97,gordojo01,1969,BBWAA,340,255,N,Player,NA
79,gordojo01,1970,BBWAA,300,225,N,Player,NA
NA,gordojo01,1981,Veterans,NA,NA,N,Player,Nominated for one-time review at 1981 Veterans Committee meeting
NA,gordojo01,1984,Veterans,NA,NA,N,Player,NA
NA,gordojo01,1985,Veterans,NA,NA,N,Player,NA
NA,gordojo01,1986,Veterans,NA,NA,N,Player,NA
NA,gordojo01,1987,Veterans,NA,NA,N,Player,NA
NA,gordojo01,1988,Veterans,18,14,N,Player,NA
NA,gordojo01,1989,Veterans,NA,NA,N,Player,NA
NA,gordojo01,1990,Veterans,14,11,N,Player,Finalist
12,gordojo01,1991,Veterans,16,12,N,Player,Got 75% of vote but not inducted due to limit
7,gordojo01,1992,Veterans,16,12,N,Player,NA
NA,gordojo01,1993,Veterans,16,12,N,Player,Among the seven most-discussed players
NA,gordojo01,1995,Veterans,NA,NA,N,Player,NA
4,gordojo01,1996,Veterans,14,11,N,Player,NA
NA,gordojo01,1997,Veterans,NA,NA,N,Player,NA
NA,gordojo01,1999,Veterans,NA,NA,N,Player,NA
19,gordojo01,2003,Veterans - Players,81,61,N,Player,NA
14,gordojo01,2005,Veterans - Players,80,60,N,Player,NA
10,gordojo01,2007,Veterans - Players,84,62,N,Player,NA
10,gordojo01,2009,Veterans - Pre-1943,12,9,Y,Player,NA
2,gordoto01,2015,BBWAA,549,412,N,Player,NA
NA,gormato01,1983,Veterans,NA,NA,N,Umpire,NA
NA,gormato01,1985,Veterans,NA,NA,N,Umpire,NA
0,gosgeji01,1980,BBWAA,385,289,N,Player,NA
1,gosligo01,1948,BBWAA,121,91,N,Player,NA
4,gosligo01,1949,BBWAA,153,115,N,Player,NA
2,gosligo01,1950,BBWAA,168,126,N,Player,NA
1,gosligo01,1954,BBWAA,252,189,N,Player,NA
7,gosligo01,1955,BBWAA,251,189,N,Player,NA
26,gosligo01,1956,BBWAA,193,145,N,Player,NA
26,gosligo01,1958,BBWAA,266,200,N,Player,NA
30,gosligo01,1960,BBWAA,269,202,N,Player,NA
14,gosligo01,1962,BBWAA,160,120,N,Player,NA
NA,gosligo01,1963,Veterans,NA,NA,N,Player,Group B - Rule change removed from BBWAA ballot - two could be elected from Group B
NA,gosligo01,1964,Veterans,NA,NA,N,Player,NA
NA,gosligo01,1965,Veterans,NA,NA,N,Player,NA
NA,gosligo01,1968,Veterans,NA,NA,Y,Player,NA
166,gossari01,2000,BBWAA,499,375,N,Player,NA
228,gossari01,2001,BBWAA,515,387,N,Player,NA
203,gossari01,2002,BBWAA,472,354,N,Player,NA
209,gossari01,2003,BBWAA,496,372,N,Player,NA
206,gossari01,2004,BBWAA,506,380,N,Player,NA
285,gossari01,2005,BBWAA,516,387,N,Player,NA
336,gossari01,2006,BBWAA,520,390,N,Player,NA
388,gossari01,2007,BBWAA,545,409,N,Player,NA
466,gossari01,2008,BBWAA,543,408,Y,Player,NA
2,gowdyha01,1937,BBWAA,201,151,N,Player,NA
8,gowdyha01,1938,BBWAA,262,197,N,Player,NA
4,gowdyha01,1939,BBWAA,274,206,N,Player,NA
8,gowdyha01,1942,BBWAA,233,175,N,Player,NA
3,gowdyha01,1945,BBWAA,247,186,N,Player,NA
1,gowdyha01,1947,BBWAA,161,121,N,Player,NA
3,gowdyha01,1948,BBWAA,121,91,N,Player,NA
10,gowdyha01,1949,BBWAA,153,115,N,Player,NA
6,gowdyha01,1950,BBWAA,168,126,N,Player,NA
26,gowdyha01,1951,BBWAA,226,170,N,Player,NA
34,gowdyha01,1952,BBWAA,234,176,N,Player,NA
58,gowdyha01,1953,BBWAA,264,198,N,Player,NA
51,gowdyha01,1954,BBWAA,252,189,N,Player,NA
90,gowdyha01,1955,BBWAA,251,189,N,Player,NA
49,gowdyha01,1956,BBWAA,193,145,N,Player,NA
45,gowdyha01,1958,BBWAA,266,200,N,Player,NA
38,gowdyha01,1960,BBWAA,269,202,N,Player,NA
22,gracema01,2009,BBWAA,539,405,N,Player,NA
1,granted01,1938,BBWAA,262,197,N,Player,NA
2,granted01,1939,BBWAA,274,206,N,Player,NA
3,granted01,1942,BBWAA,233,175,N,Player,NA
2,granted01,1945,BBWAA,247,186,N,Player,NA
1,granted01,1946,Nominating Vote,202,NA,N,Player,Players in top 20 proceed to final ballot
NA,granted01,1957,Veterans,NA,NA,N,Player,NA
NA,granted01,1959,Veterans,NA,NA,N,Player,NA
NA,granted01,1961,Veterans,NA,NA,N,Player,Preliminary poll
NA,granted01,1962,Veterans,NA,NA,N,Player,Preliminary poll
NA,granted01,1963,Veterans,NA,NA,N,Player,Group A - Holdover from 1962 ballot - two could be elected from Group A
NA,grantfr99,2006,Negro League,NA,NA,Y,Player,NA
1,grantge01,1958,BBWAA,266,200,N,Player,NA
0,grantmu01,1978,BBWAA,379,285,N,Player,NA
3,greenha01,1945,BBWAA,247,186,N,Player,NA
67,greenha01,1949,BBWAA,153,115,N,Player,NA
44,greenha01,1949,Run Off,187,NA,N,Player,1st
64,greenha01,1950,BBWAA,168,126,N,Player,NA
67,greenha01,1951,BBWAA,226,170,N,Player,NA
75,greenha01,1952,BBWAA,234,176,N,Player,NA
80,greenha01,1953,BBWAA,264,198,N,Player,NA
97,greenha01,1954,BBWAA,252,189,N,Player,NA
157,greenha01,1955,BBWAA,251,189,N,Player,NA
164,greenha01,1956,BBWAA,193,145,Y,Player,NA
2,greenmi01,2002,BBWAA,472,354,N,Player,NA
2,greensh01,2013,BBWAA,569,427,N,Player,NA
11,grichbo01,1992,BBWAA,430,323,N,Player,NA
NA,griffca99,2003,Veterans - Contributors,NA,NA,N,Executive,Preliminary ballot (60 contributors)
NA,griffca99,2007,Veterans - Contributors,NA,NA,N,Executive,Preliminary ballot (60 contributors)
4,griffcl01,1937,BBWAA,201,151,N,Pioneer/Executive,NA
10,griffcl01,1938,BBWAA,262,197,N,Pioneer/Executive,NA
20,griffcl01,1939,BBWAA,274,206,N,Pioneer/Executive,NA
71,griffcl01,1942,BBWAA,233,175,N,Pioneer/Executive,NA
108,griffcl01,1945,BBWAA,247,186,N,Pioneer/Executive,NA
82,griffcl01,1946,Final Ballot,263,198,N,Player,NA
73,griffcl01,1946,Nominating Vote,202,NA,N,Player,Players in top 20 proceed to final ballot
NA,griffcl01,1946,Old Timers,NA,NA,Y,Player,NA
22,griffke01,1997,BBWAA,473,353,N,Player,NA
437,griffke02,2016,BBWAA,440,330,Y,Player,NA
1,grimebu01,1937,BBWAA,201,151,N,Player,NA
1,grimebu01,1938,BBWAA,262,197,N,Player,NA
1,grimebu01,1939,BBWAA,274,206,N,Player,NA
7,grimebu01,1948,BBWAA,121,91,N,Player,NA
8,grimebu01,1949,BBWAA,153,115,N,Player,NA
6,grimebu01,1950,BBWAA,168,126,N,Player,NA
5,grimebu01,1951,BBWAA,226,170,N,Player,NA
9,grimebu01,1952,BBWAA,234,176,N,Player,NA
